,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
5499,2004,170.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5500,2005,190.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5501,2006,190.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5502,2007,190.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5503,2008,190.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5504,2009,190.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5505,2010,190.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5506,2011,200.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5507,2012,200.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5508,2013,200.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5509,2014,210.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5510,2015,240.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5511,2000,50.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5512,2001,50.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5513,2002,60.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5514,2003,70.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5515,2004,70.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5516,2005,80.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5517,2006,80.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5518,2007,80.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5519,2008,90.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5520,2009,90.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5521,2010,100.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5522,2011,100.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5523,2012,120.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5524,2013,120.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5525,2014,120.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5526,2015,120.0,EN.ATM.CO2E.KT,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
5527,2000,244340.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5528,2001,248600.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5529,2002,266910.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5530,2003,278110.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5531,2004,294210.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5532,2005,308970.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5533,2006,328350.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5534,2007,347530.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5535,2008,382240.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5536,2009,399630.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5537,2010,439230.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5538,2011,456670.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5539,2012,488750.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5540,2013,499380.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5541,2014,536810.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5542,2015,561140.0,EN.ATM.CO2E.KT,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
5543,2000,4060.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5544,2001,4450.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5545,2002,4580.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5546,2003,4490.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5547,2004,5390.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5548,2005,5670.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5549,2006,5570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5550,2007,6200.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5551,2008,6400.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5552,2009,6650.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5553,2010,7030.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5554,2011,7570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5555,2012,7460.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5556,2013,8010.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5557,2014,8570.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5558,2015,9280.0,EN.ATM.CO2E.KT,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
5559,2000,43990.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5560,2001,46170.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5561,2002,49710.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5562,2003,53100.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5563,2004,57550.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5564,2005,51510.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5565,2006,53760.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5566,2007,52580.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5567,2008,51350.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5568,2009,47070.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5569,2010,46660.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5570,2011,50810.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5571,2012,45450.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5572,2013,46150.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5573,2014,38720.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5574,2015,45160.0,EN.ATM.CO2E.KT,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
5575,2000,580.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5576,2001,640.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5577,2002,540.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5578,2003,550.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5579,2004,750.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5580,2005,700.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5581,2006,740.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5582,2007,650.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5583,2008,700.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5584,2009,510.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5585,2010,440.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5586,2011,400.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5587,2012,450.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5588,2013,410.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5589,2014,460.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5590,2015,500.0,EN.ATM.CO2E.KT,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
5591,2000,400.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5592,2001,430.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5593,2002,530.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5594,2003,580.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5595,2004,570.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5596,2005,480.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5597,2006,630.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5598,2007,540.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5599,2008,550.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5600,2009,550.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5601,2010,590.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5602,2011,770.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5603,2012,890.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5604,2013,1070.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5605,2014,1180.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5606,2015,940.0,EN.ATM.CO2E.KT,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
5607,2000,42580.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5608,2001,42270.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5609,2002,41370.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5610,2003,38220.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5611,2004,39620.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5612,2005,36900.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5613,2006,37170.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5614,2007,38290.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5615,2008,38420.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5616,2009,38830.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5617,2010,42410.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5618,2011,44770.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5619,2012,43690.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5620,2013,43920.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5621,2014,44460.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5622,2015,45500.0,EN.ATM.CO2E.KT,SGP,Singapore,East Asia & Pacific,High income,Not classified
5623,2000,38070.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5624,2001,38580.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5625,2002,38080.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5626,2003,38340.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5627,2004,37440.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5628,2005,38520.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5629,2006,37880.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5630,2007,37220.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5631,2008,37050.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5632,2009,33840.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5633,2010,35450.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5634,2011,34130.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5635,2012,32370.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5636,2013,32940.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5637,2014,30450.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5638,2015,30750.0,EN.ATM.CO2E.KT,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
5639,2000,14540.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5640,2001,15380.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5641,2002,15520.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5642,2003,15420.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5643,2004,15710.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5644,2005,15930.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5645,2006,16310.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5646,2007,16300.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5647,2008,17390.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5648,2009,15530.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5649,2010,15810.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5650,2011,15730.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5651,2012,15170.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5652,2013,14600.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5653,2014,13170.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5654,2015,13170.0,EN.ATM.CO2E.KT,SVN,Slovenia,Europe & Central Asia,High income,Not classified
5655,2000,240.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5656,2001,250.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5657,2002,260.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5658,2003,270.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5659,2004,310.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5660,2005,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5661,2006,330.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5662,2007,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5663,2008,320.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5664,2009,330.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5665,2010,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5666,2011,350.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5667,2012,360.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5668,2013,390.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5669,2014,340.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5670,2015,310.0,EN.ATM.CO2E.KT,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
5671,2000,490.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5672,2001,510.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5673,2002,570.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5674,2003,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5675,2004,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5676,2005,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5677,2006,580.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5678,2007,620.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5679,2008,620.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5680,2009,610.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5681,2010,630.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5682,2011,630.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5683,2012,630.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5684,2013,650.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5685,2014,650.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5686,2015,650.0,EN.ATM.CO2E.KT,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
5687,2000,284730.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5688,2001,320600.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5689,2002,331420.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5690,2003,353110.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5691,2004,379970.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5692,2005,377640.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5693,2006,379560.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5694,2007,396900.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5695,2008,426560.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5696,2009,404020.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5697,2010,425110.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5698,2011,409120.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5699,2012,426710.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5700,2013,436870.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5701,2014,447980.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5702,2015,424880.0,EN.ATM.CO2E.KT,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
5703,2000,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5704,2001,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5705,2002,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5706,2003,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5707,2004,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5708,2005,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5709,2006,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5710,2007,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5711,2008,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5712,2009,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5713,2010,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5714,2011,0.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5715,2012,1420.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5716,2013,1450.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5717,2014,1530.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5718,2015,1970.0,EN.ATM.CO2E.KT,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
5719,2000,293310.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5720,2001,294790.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5721,2002,312750.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5722,2003,318660.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5723,2004,335560.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5724,2005,350500.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5725,2006,341780.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5726,2007,354680.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5727,2008,324160.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5728,2009,287490.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5729,2010,273250.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5730,2011,274400.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5731,2012,269270.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5732,2013,242800.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5733,2014,240960.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5734,2015,256280.0,EN.ATM.CO2E.KT,ESP,Spain,Europe & Central Asia,High income,Not classified
5735,2000,10930.0,EN.ATM.CO2E.KT,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
5736,2001,10850.0,EN.ATM.CO2E.KT,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
5737,2002,11380.0,EN.ATM.CO2E.KT,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
